Name,City,State,PhoneNumber,Rating,Price
Ninja Hair Den,Truckee,CA,+15303189600,5.0,$$
Studio Haircutting,South Lake Tahoe,CA,+15305422441,5.0,$$
Sacred Salon,Truckee,CA,+15305365123,5.0,$$
TeamClips,Carson City,NV,+17752673505,3.0,$$
Teamclips,Carson City,NV,+17758842236,3.0,$$
Tangerine Aveda Salon Spa,Reno,NV,+17758517271,4.0,$$$
Bluff Park Barber Shop,Birmingham,AL,+12058226704,4.5,$
Carl Suggs Barber & Style Shop,Bessemer,AL,+12054261911,5.0,$
Cahaba Heights Plaza Barber Shop,Birmingham,AL,+12059679970,4.0,$
Vincent Oliver's Hippodrome Barber Shop,Birmingham,AL,,4.5,$
My Brother's Barber,Vestavia Hills,AL,+12059100776,5.0,$
Birmingham House of Cuts,Irondale,AL,+12055923500,5.0,$
Tight Cuts Barbershop,Birmingham,AL,+12059803046,5.0,$
Milestones Barber Lounge,Bessemer,AL,+12054368444,5.0,$
Trim Salon And Grooming Lounge,Birmingham,AL,+12052024094,3.5,$
Sport Clips Haircuts of Wildwood,Homewood,AL,+12059420290,2.5,$
Vestavia Barber Shop,Vestavia,AL,+12058231974,4.0,$$
Treadwell Barbers Hairstyling,Birmingham,AL,+12058709210,4.5,$$
Homewood Barber Shop,Birmingham,AL,+12058717721,4.5,$$
The Vintage Barber Shop,Vestavia Hills,AL,+12055366534,4.0,$$
Becca's Barber Shop,Birmingham,AL,+12059140169,4.5,$$
Judson The Barber,"Homewood, Alabama",AL,+12056718448,5.0,$$
Steel 110,Vestavia,AL,+12053052306,5.0,$$
Gentlemens Quarters,Birmingham,AL,+12052532495,5.0,$$
Joy's Barber Shop,Pelham,AL,+12056635830,5.0,$$
Minor Barbor Shop,Pleasant Grove,AL,+12057445280,5.0,$$
The Men's Room,Birmingham,AL,+12059671044,3.5,$$
Sirs' Grooming,Birmingham,AL,+12053819241,5.0,$$
Klassic Cuts,Bessemer,AL,+12054252887,5.0,$$
Tutwiler Barber Shop,Birmingham,AL,+12052522785,4.5,$$
Sport Clips Haircuts of Patton Creek,Hoover,AL,+12057331975,2.5,$$
Stephen Gregory A Men's Concept,Birmingham,AL,+12057038076,4.5,$$
Sport Clips Haircuts of Hoover at The Grove,Birmingham,AL,+12054443154,4.0,$$
New Day Barber & Style,Birmingham,AL,+12055674193,4.0,$$
Sport Clips Haircuts of Lee Branch,Birmingham,AL,+12054088090,5.0,$$
Sport Clips Haircuts of Pelham - Riverchase,Birmingham,AL,+12059822499,2.5,$$
The Male Room,Birmingham,AL,+12059954285,3.0,$$$
The Art of Shaving,Birmingham,AL,+12055887183,4.5,$$$
Legends Barbershop,Hoover,AL,+12055159114,4.5,$$$$
Milestones Barber Lounge,Bessemer,AL,+12054368444,5.0,$
Carl Suggs Barber & Style Shop,Bessemer,AL,+12054261911,5.0,$
Bluff Park Barber Shop,Birmingham,AL,+12058226704,4.5,$
Gentlemen's Choice Barber Shop,Fultondale,AL,+12058498009,4.0,$
My Brother's Barber,Vestavia Hills,AL,+12059100776,5.0,$
Trim Salon And Grooming Lounge,Birmingham,AL,+12052024094,3.5,$
Sport Clips Haircuts of Wildwood,Homewood,AL,+12059420290,2.5,$
Minor Barbor Shop,Pleasant Grove,AL,+12057445280,5.0,$$
Treadwell Barbers Hairstyling,Birmingham,AL,+12058709210,4.5,$$
Homewood Barber Shop,Birmingham,AL,+12058717721,4.5,$$
Judson The Barber,"Homewood, Alabama",AL,+12056718448,5.0,$$
Klassic Cuts,Bessemer,AL,+12054252887,5.0,$$
Vestavia Barber Shop,Vestavia,AL,+12058231974,4.0,$$
The Vintage Barber Shop,Vestavia Hills,AL,+12055366534,4.0,$$
Tutwiler Barber Shop,Birmingham,AL,+12052522785,4.5,$$
New Day Barber & Style,Birmingham,AL,+12055674193,4.0,$$
Joy's Barber Shop,Pelham,AL,+12056635830,5.0,$$
Stephen Gregory A Men's Concept,Birmingham,AL,+12057038076,4.5,$$
Gentlemen's Quarters Salon For Men,Birmingham,AL,+12058030081,3.5,$$
Sport Clips Haircuts of Hoover at The Grove,Birmingham,AL,+12054443154,4.0,$$
Spencer Capelli Grooming For Men & Women,Birmingham,AL,+12055385001,3.0,$$
Sport Clips Haircuts of Patton Creek,Hoover,AL,+12057331975,2.5,$$
Sport Clips Haircuts of Pelham - Riverchase,Birmingham,AL,+12059822499,2.5,$$
The Male Room,Birmingham,AL,+12059954285,3.0,$$$
The Art of Shaving,Birmingham,AL,+12055887183,4.5,$$$
Legends Barbershop,Hoover,AL,+12055159114,4.5,$$$$
Allstar Barber,Huntsville,AL,+12567158415,4.5,$
Mike's Westside Barber Shop,Huntsville,AL,+12562032905,5.0,$
Bullfeathers,Madison,AL,+12565423233,4.5,$
Curt's Barber Shop,Huntsville,AL,+12565362901,5.0,$
Yi's Barber Shop,Huntsville,AL,+12568309554,4.5,$
Haysland Square Barber Shop,Huntsville,AL,+12568819878,2.5,$
Warden's Barber & Style Salon,Huntsville,AL,+12565394247,4.5,$$
Fade Factory Barbershop,Huntsville,AL,+12562269585,4.5,$$
Roosters Men's Grooming Center,Huntsville,AL,+12564890886,3.5,$$
Wes'barber Shop,Huntsville,AL,+12565333787,3.5,$$
Cliff's Family Hair Cutters,Huntsville,AL,+12568302255,4.5,$$
The Fade Factory,Madison,AL,+12568581500,4.5,$$
Picture Perfect Kutz,Madison,AL,+12567741754,5.0,$$
Suki's Barber Shop,Huntsville,AL,+12562139050,3.0,$$
Sport Clips Haircuts of Huntsville,Huntsville,AL,+12562707022,3.0,$$
Sport Clips Haircuts of Madison Promenade,Madison,AL,+12563252121,4.0,$$
Billy's Barber Shop,Huntsville,AL,+12565335714,1.0,$$
Roosters Men's Grooming Center,Huntsville,AL,+12562707197,3.5,$$$
Whiskers Men's Grooming,Madison,AL,+12563258746,4.5,$$$
Roosevelt & Co,Huntsville,AL,+12562032440,5.0,$$$
Atwood Barber Shop,Madison,WI,+16087720568,4.5,$
Stadium Barbers,Madison,WI,+16082551588,4.0,$
The Barbershop,Madison,WI,+16082036481,3.5,$
Wayne's Barber Shop,Madison,WI,+16082561623,4.0,$
Sandy's West Side Barber Shop,Madison,WI,+16088334905,4.5,$
Dick & Arnie's Barber Shop,Middleton,WI,+16088314000,4.0,$
The Barbershop - A Hair Salon for Men,Madison,WI,+16084672288,4.0,$
The Barbershop,Madison,WI,+16087095575,3.5,$
Shear Wizards Barbers,Madison,WI,+16082446111,5.0,$
Transitions Barbershop,Madison,WI,+16082180540,5.0,$
JP Hair Design,Madison,WI,+16088291143,4.0,$
Dad's Barber & Hair Styling Shop,Oregon,WI,+16088355220,5.0,$
Ron's Barber Shop,Mount Horeb,WI,,5.0,$
Mr. Rudd's Barbershop,Sun Prairie,WI,+16086225853,3.5,$
Bill's Barber Shop,Belleville,WI,+16084243515,5.0,$
Moran's Barber Shop,Madison,WI,+16082441944,4.0,$
Sport Clips Haircuts of Madison - 701 Shoppes,Madison,WI,+16082777825,1.5,$
Aveda Institute Madison Salon,Madison,WI,+16082503100,3.0,$
Don the Barber,Madison,WI,+16089574201,4.5,$$
Concourse Roffler Hair styling,Madison,WI,+16082575855,5.0,$$
THORPS haircuts & color,Madison,WI,+16084672222,4.0,$$
Hilldale Barbers,Madison,WI,+16082336157,4.5,$$
Hachi Barber & Salon,Madison,WI,+16084427600,3.5,$$
BlueJay Barbering,Middleton,WI,+16086227816,5.0,$$
Ken's Barber Shop,Madison,WI,+16082557755,4.0,$$
Nogginz Hair Shop,Madison,WI,+16082511545,3.0,$$
The Old Garage Barbershop and Salon,Columbus,WI,+19206239466,5.0,$$
Hair Forum,Madison,WI,+16082551930,4.0,$$
Hair Paradise,Madison,WI,+16082418266,5.0,$$
Nelson's Barbershop & Shave Supply,Deerfield,WI,+16087642828,4.5,$$
Midwest Beauty House,Madison,WI,+16082306556,5.0,$$
Cha Cha Beauty & Barber,Madison,WI,+16082043988,4.0,$$
Johnson's Barber Shop,Verona,WI,+16088456527,3.5,$$
The GIRL Barber Sun Prairie,Sun Prairie,WI,+16082356041,5.0,$$
Ruby's Salon,Madison,WI,+16086309072,2.0,$$
Koberle Hairworks,Verona,WI,+16082794039,5.0,$$
Elevation Salon & Spa,Madison,WI,+16086613636,4.5,$$
Supercuts,Madison,WI,+16082383289,1.0,$$
Muse Independent Styling,Madison,WI,+16085564508,4.5,$$$
Dave's Barber Styling,Reedsburg,WI,+16085246212,3.0,$$$
Whitney Hair and Wellness,Madison,WI,+16082714011,3.5,$$$
Sport Clips Haircuts of Discovery Springs- Middleton,Middleton,WI,+16088364050,2.5,$$$$
West Street Barber Shop,Litchfield,CT,+18603619100,5.0,$
Sam's Barber Shop,Poughkeepsie,NY,+18455270126,4.5,$
Pugsly's Barbershop,Kingston,NY,+18453312229,4.0,$
Ronnie's Main Man Hair Salon,Millerton,NY,+15187894605,5.0,$
Pine Plain Barber Shop,Pine Plains,NY,+15187713250,5.0,$
Carl's Barber Shop,Pleasant Valley,NY,+18456352626,4.5,$
My Barber,Poughkeepsie,NY,+18454711114,5.0,$
Antonio's Barber Shop,New Windsor,NY,+18457426997,5.0,$
Scotty's Barber Shop,Middletown,NY,+18457754025,5.0,$
Hair and Beard Barbershop,Newburgh,NY,+18453267316,5.0,$
Marino Barber Shop,Poughkeepsie,NY,+18454547226,4.0,$
Mr Mister Men's Hair Styling,Pleasant Valley,NY,+18456351094,5.0,$
Bill Brooks Barber Shop,Rosendale,NY,+18456589331,5.0,$
Garys Barber Shop,Brookfield,CT,+12037754900,4.0,$
A&T Barbershop,Fishkill,NY,+18452833852,4.0,$
Johnny's Barber Shop,Newburgh,NY,+18455655650,4.5,$
B & B Barber's,Milton,NY,+18457954063,5.0,$
Jesse's Barbershop,Oxford,CT,+12034634440,4.5,$
Sportsmen Barber Shop,Rhinebeck,NY,+18458767670,4.0,$
Levels Barbershop,New Windsor,NY,+18452453380,4.0,$
The Timeless Barbershop,Poughkeepsie,NY,+18452049944,5.0,$$
Boris' Barber Shop,Poughkeepsie,NY,+18454631300,4.5,$$
Razor Sharp,Poughkeepsie,NY,+18458492690,2.5,$$
Collage Hair & Color,Poughkeepsie,NY,+18454714444,4.0,$$
A Cut From Above,Poughkeepsie,NY,+18458493335,3.0,$$
The Edge Barbershop,Poughkeepsie,NY,+18454525736,1.0,$$
Joel's Barber Lounge 2.0,Stratford,CT,+12032904838,5.0,$$$
Kennedy's Barber Club,Ridgefield,CT,+12034032405,3.0,$$$
Kalon By Karina,Trumbull,CT,+14752396666,5.0,$$$
Sal's Barber Shop,Waterbury,CT,+12035979500,2.0,$$$
Studio 23,Leeds,NY,+15189435326,2.0,$$$
Town & Country Hair Design,Torrington,CT,+18604897877,1.0,$$$
Defining Moments Salon,Middlebury,CT,+12037588899,1.0,$$$
Amy African Hair Braiding,Beacon,NY,+18458310320,1.0,$$$
Billy's Hair Salon of Mt Kisco,Mount Kisco,NY,+19146669077,4.0,$$$
Aqua Salon & Spa,Shelton,CT,+12039292782,4.5,$$$
Rimage Salon & Spa,New Haven,CT,+12035624247,4.5,$$$
Soho Hair Group & Day Spa,New Haven,CT,+12033876799,4.0,$$$
O's Barber Shop,New Haven,CT,+12037894566,1.0,$$$
Old Spanish Trail Barber Shop,Daphne,AL,+12516262115,5.0,$
Jonny Mac's Barber Shop,Daphne,AL,+12512299823,5.0,$
Exclusive Cuts Barber Shop,Mobile,AL,+12514780152,4.0,$
Optimum Cuts & Styles,Mobile,AL,+12514796002,5.0,$
Al's Barbershop,Semmes,AL,+12516452556,5.0,$
Freshen Me Up Barbershop,Mobile,AL,+12513088122,5.0,$$
Mayo's Barber Shop,Mobile,AL,+12514734321,4.0,$$
Royal Barbers,Mobile,AL,+12515540595,4.0,$$
Dallas Jones Barber Shop,Fairhope,AL,+12515179022,5.0,$$
Eric's 5 Star Barber & Style Shop,Mobile,AL,+12514472363,5.0,$$
Mike's Barber Shop,Mobile,AL,+12517254255,1.0,$$
Sport Clips Haircuts of Mobile,Mobile,AL,+12516393490,2.5,$$
Cottage Hill Barber & Style Shop,Mobile,AL,+12516662186,3.0,$$
Sport Clips Haircuts of Festival Centre,Mobile,AL,+12513410390,2.5,$$
Sport Clips Haircuts of Plantation Pointe,Fairhope,AL,+12519290610,4.5,$$
Sport Clips Haircuts of Spanish Fort,Spanish Fort,AL,+12516252921,2.5,$$
Herb's Barber Shop,Montgomery,AL,+13343140238,4.5,$
New Beginnings Barber And Style,Montgomery,AL,+13346761608,5.0,$
University Barber & Style,Montgomery,AL,,5.0,$
Shannon's Barber Shop,Prattville,AL,+13348501095,5.0,$
Heritage Barber & Style Shop,Montgomery,AL,+13343568490,4.5,$
Seville Beauty & Barber Shop,Montgomery,AL,+13344984022,5.0,$$
Sport Clips Haircuts of East Chase,Montgomery,AL,+13342151355,3.5,$$
Kut Above,Montgomery,AL,+13342622662,4.0,$$
Base Exchange Barber Gunter,Montgomery,AL,+13344090476,3.0,$$
Hair Expressions,Montgomery,AL,+13342790807,5.0,$$
Amplify Salon and Spa,Montgomery,AL,+13348344243,4.0,$$
Sport Clips Haircuts of Prattville Towne Center,Prattville,AL,+13342851969,3.5,$$
Barber Shop,Montgomery,AL,,1.5,$$
Vincent Oliver's Hippodrome Barber Shop,Birmingham,AL,,4.5,$
Bluff Park Barber Shop,Birmingham,AL,+12058226704,4.5,$
Birmingham House of Cuts,Irondale,AL,+12055923500,5.0,$
Cahaba Heights Plaza Barber Shop,Birmingham,AL,+12059679970,4.0,$
Gentlemen's Choice Barber Shop,Fultondale,AL,+12058498009,4.0,$
Trim Salon And Grooming Lounge,Birmingham,AL,+12052024094,3.5,$
My Brother's Barber,Vestavia Hills,AL,+12059100776,5.0,$
Tight Cuts Barbershop,Birmingham,AL,+12059803046,5.0,$
Sport Clips Haircuts of Wildwood,Homewood,AL,+12059420290,2.5,$
Treadwell Barbers Hairstyling,Birmingham,AL,+12058709210,4.5,$$
Homewood Barber Shop,Birmingham,AL,+12058717721,4.5,$$
Judson The Barber,"Homewood, Alabama",AL,+12056718448,5.0,$$
The Men's Room,Birmingham,AL,+12059671044,3.5,$$
Stephen Gregory A Men's Concept,Birmingham,AL,+12057038076,4.5,$$
Tutwiler Barber Shop,Birmingham,AL,+12052522785,4.5,$$
New Day Barber & Style,Birmingham,AL,+12055674193,4.0,$$
Gentlemen's Quarters Salon For Men,Birmingham,AL,+12058030081,3.5,$$
The Art of Shaving,Birmingham,AL,+12055887183,4.5,$$$
The Male Room,Birmingham,AL,+12059954285,3.0,$$$
Legends Barbershop,Hoover,AL,+12055159114,4.5,$$$$
Oscar's Barber Shop,Northport,NY,+16316515160,5.0,$
Jack's Cuts,Northport,NY,+16312395692,5.0,$
Jericho Barber Shop,Commack,NY,+16314990907,4.5,$
The Cutting Room,Huntington,NY,+16313511411,4.5,$
R & J Barber Shop,Greenlawn,NY,+16312395913,4.5,$
Vincents Barbershop,Huntington,NY,+16316294717,5.0,$
E & N Chop Shop,Commack,NY,+16316236200,4.5,$
Izik's Barber Shop,Hicksville,NY,+15165130449,4.5,$
Richie's Barber Shop,East Norwich,NY,+15169222460,4.5,$
St James Barber shop,Saint James,NY,+16315844422,4.5,$
Yakov Barber Shop,East Northport,NY,+16314620482,4.5,$
Rafeal Barber Shop,Plainview,NY,+15169386746,4.5,$
Moda Barber,Huntington Station,NY,+16314707999,5.0,$
Arturo's Hair Cutters,Deer Park,NY,+15166781504,4.5,$
Master Barber,Commack,NY,+16314865049,4.5,$
Federal Hairstylists 1,Stamford,CT,+12033238603,5.0,$
Rockabilly Barbers,Huntington,NY,+16316731750,3.5,$
Michaels Barber Shop,Hicksville,NY,+15166052007,4.0,$
Kings Park Barbershop,Kings Park,NY,+16312691161,4.5,$
Super Style Barbershop,Huntington,NY,+16316593024,4.5,$
Rockabilly Barbers,East Northport,NY,+16317571950,4.5,$$
Manny's Barbershop,East Northport,NY,+16317579400,5.0,$$
Razor Zone Barber Shop,East Northport,NY,+16317541435,4.0,$$
Vincents Barber Shop,East Northport,NY,+16313683502,3.5,$$
Hair Sensations,East Northport,NY,+16312612403,3.5,$$
Oscar and Jacks Barber Shop,Huntington Station,NY,+16313853238,4.0,$$$
Kennedy's Barber Club -Greenwich,Greenwich,CT,+12037695729,4.5,$$$
Joel's Barber Lounge 2.0,Stratford,CT,+12032904838,5.0,$$$
Compo Barber Shop,Westport,CT,+12032279779,4.5,$$$
Montana For Men,Stamford,CT,+12039641234,4.5,$$$
Capitol Barber Shop,Babylon,NY,+16316619802,4.0,$$$
The Gentlemens Den,Bellmore,NY,+15165907570,4.0,$$$
G. ALBERT MEN'S GROOMERS,New Canaan,CT,+12038019900,4.5,$$$
Kennedy's All-American Barber Club,Stamford,CT,+12038838615,4.5,$$$
Moda Capelli Salon,Fairfield,CT,+12032540586,4.0,$$$
Top Cutz II,Hasbrouck Heights,NJ,+12014260280,4.5,$$$
Cutz and Stylez,Emerson,NJ,+12014836436,5.0,$$$
Roosters Men's Grooming Center,Norwalk,CT,+12039567438,3.0,$$$
The Art of Shaving,Garden City,NY,+15162483905,4.0,$$$
Raphael's Barber Lounge,Branford,CT,+12032082530,4.0,$$$
Amigo Barber Shop,Freeport,NY,+15163770283,4.0,$$$
Franco's Master Barbers,New City,NY,+18456242887,5.0,$$$
Tomy B. Salon Long Island,Williston Park,NY,+15166214100,4.0,$$$
Brandy Barber Shop,New York,NY,+13472727210,5.0,$$$
Chronos Barber Shop,West New York,NJ,+12015529132,4.5,$$$
Vincents Barber Shop II,Northport,NY,+16312613061,4.0,$$$$
New Generation Barber Shop,Plainview,NY,+15163429564,3.5,$$$$
Johnny's & Company,Darien,CT,+12036551188,4.0,$$$$
Profilez Barber Shop,Deer Park,NY,+16312740300,3.0,$$$$
Any Barbershop,Yonkers,NY,+19148030210,4.5,$$$$
De Pelos Barber Shop,Manhattan,NY,+12122895484,5.0,$$$$
Alt & Co,Ho-Ho-Kus,NJ,+12014447171,5.0,$$$$
The Studio New York,Babylon,NY,+16314067027,4.0,$$$$
Audubon Barbershop,New York,NY,,5.0,$$$$
Chapter 1 Barbershop,South Richmond Hill,NY,+19179099126,4.5,$$$$
Zack Barber Shop,Norwalk,CT,+12032868973,2.5,$$$$
Da Edge,New York,NY,+12127958610,5.0,$$$$
Taglio Barber Shop,New York,NY,+17186631928,5.0,$$$$
Cactus Salon and Spa,East Islip,NY,+16315810283,3.0,$$$$
Martial Vivot,New York,NY,+12129562990,4.5,$$$$
Miguel Barber Shop,New York,NY,+12122800797,4.0,$$$$
Generations Barber Parlor,Greenwich,CT,+12034132344,1.0,$$$$
Moon Barber Shop,Valley Stream,NY,+16466438191,3.5,$$$$
Ragtime Barbershop,Woodmere,NY,+15165687739,1.0,$$$$
Cristo Rey Barber Shop,New York,NY,+12128604941,4.0,$$$$
Rons Barber Shop,Columbus,GA,+17066820423,4.0,$
Northside Barber Shop,Columbus,GA,+17065699565,4.5,$
5 Star Barbershop,Columbus,GA,+18008085782,5.0,$
VIP Barbershop,Columbus,GA,+17065691847,2.5,$
Cuts by US,Columbus,GA,+17065690555,2.5,$
In The Zone Barbershop,Columbus,GA,+17063229001,1.0,$
Arcco Place Barber Shop,Columbus,GA,+17066872654,2.0,$
Juanita's Beauty Salon & Spa,Tuskegee,AL,+13347509992,4.0,$
Just 4 Him Haircuts - Auburn,Auburn,AL,+13348872887,5.0,$$
The Cave Uptown,Columbus,GA,+17065779978,4.5,$$
Old School Barber Shoppe,Columbus,GA,+17063215930,4.0,$$
Sport Clips Haircuts of Opelika - Auburn Tiger Town,Opelika,AL,+13342031922,2.0,$$
The Hair Place,Phenix City,AL,+13344800930,4.5,$$
NG salon & tonsorial,Columbus,GA,+17064942940,5.0,$$$
Clean Cut Barbershop,Columbus,GA,+17065703320,3.5,$$$
Armstrong's Barbershop,Senatobia,MS,+16623018484,5.0,$
ManCave Salon,Olive Branch,MS,+16628938908,4.0,$
Image's Barbershop,Memphis,TN,+19013457674,1.0,$
Kuttin' Up Barbershop,Olive Branch,MS,+16628746834,5.0,$$
D J's Barber Shop,Memphis,TN,+19013669254,3.5,$$
A Closer Look Barber Shop,Memphis,TN,+19017588261,5.0,$$
Sport Clips Haircuts of Olive Branch,Olive Branch,MS,+16628909922,3.0,$$
Rand's & Ronnie's Barber Salon,Memphis,TN,+19013482800,5.0,$$
Who's Next Barber Shop,Memphis,TN,+19014356049,1.0,$$
Don & Dale's Barber Shop,Oxford,MS,+16622341723,4.0,$$$
Sport Clips Haircuts of Southaven,Southaven,MS,+16625362234,3.0,$$$
Westchester's Finest Barber Shop,Pelham,NY,+19142102600,4.5,$
City Cuts,Village of Pelham,NY,+19142354369,5.0,$
Barber King,New Rochelle,NY,+19143651777,5.0,$
Prestige Barber Shop,New Rochelle,NY,+19146367770,4.0,$
M & S Men's Hair Styling,Pelham,NY,+19148130959,4.5,$
Usmex,New Rochelle,NY,+19146361609,4.5,$
Alex' Barbering and Hairstyling,New Rochelle,NY,+19146541560,5.0,$
The Gramatan Barber Shop,Bronxville,NY,+19149612920,4.5,$
Antonio's Barber Shop,Larchmont,NY,+19148343180,4.5,$
Big Three Barber Shop,New Rochelle,NY,+19146369383,5.0,$
Fleetwood Barber Shop and  Salon,Mount Vernon,NY,+19146634247,4.0,$
Continental Men's Hair Styling,Bronxville,NY,+19142379980,3.5,$
Better Cut Barber Shop,Bronx,NY,+13474276537,3.0,$
Nicola's Hairstylist,Eastchester,NY,+19143377969,5.0,$
Julio C Barber Shop,Bronx,NY,+17187088561,5.0,$
Ralph's Fifth Avenue Hair Cutting,Pelham,NY,+19147384317,5.0,$$
Larchmont Barber Shop,Larchmont,NY,+19146302152,4.5,$$
Barber & Co,Bronxville,NY,+19148404130,4.5,$$
Mike's Barber Place,Pelham,NY,+19142354369,4.5,$$
B & A Barbershop,New Rochelle,NY,+19146363323,4.5,$$
Rosario's Hair Salon,New Rochelle,NY,+19146339947,5.0,$$
Untouchables Barbershop,Yonkers,NY,+19148190464,4.0,$$
Magic Cuts For Kids,New Rochelle,NY,+19148138142,4.5,$$
Mario's Hair Styling,Tuckahoe,NY,+19143379725,3.0,$$
Super Seven Hair Salon,Larchmont,NY,+19148347083,5.0,$$
Linemaster Laser Cuts,Bronx,NY,+13474277341,4.5,$$
Total Image Hair Salon,New Rochelle,NY,+19146326610,4.5,$$
Al's Barber Shop,New Rochelle,NY,+19146337473,4.0,$$
Yudi's Beauty Salon,New Rochelle,NY,+19146337600,4.5,$$
Ester's Hair Salon,New Rochelle,NY,+19146333266,3.0,$$
The 2 Line Barbershop,Bronx,NY,+13476026064,1.0,$$
Panache Hair Salon,Bronxville,NY,+19147794758,4.0,$$
Kennedy's Barber Club -Greenwich,Greenwich,CT,+12037695729,4.5,$$$
Brandy Barber Shop,New York,NY,+13472727210,5.0,$$$
Paul Mole Barber Shop,New York,NY,+12125358461,4.5,$$$
Truman's Gentlemen's Groomers,New York,NY,+12127595015,4.0,$$$
Domenico Vacca Barber Shop,New York,NY,+16462907831,5.0,$$$
Men's Cuts NYC,New York,NY,+13475154628,5.0,$$$
Exclusive Barber Shop,Flushing,NY,+17183210242,4.0,$$$
"Fleischman, A Men's Salon",New York,NY,+12129562020,4.5,$$$
Shawn Cornacchio Mens Hairstylist / Master Barber,New York,NY,+12124442604,5.0,$$$
Eastchester Barber Shop,Bronx,NY,+17187981134,4.0,$$$
The Art of Shaving,New York,NY,+16468464997,4.0,$$$
Warren Tricomi Madison Avenue,New York,NY,+12122628899,4.0,$$$
nuBest salon and spa,Manhasset,NY,+15166279444,3.5,$$$
The Art of Shaving,New York ,NY,+12127029596,4.0,$$$
Salon Fodera,New York,NY,+12124210002,4.5,$$$
Delta Men's Hairstylists,New York,NY,+12126285723,3.5,$$$
The Art of Shaving,New York ,NY,+12128239410,3.5,$$$
Bumble and bumble.,New York,NY,+12125216500,3.5,$$$
Warren Tricomi at the Plaza,New York,NY,+12122628899,4.0,$$$
Manhattan Barber Shop,New York,NY,+12127296166,1.5,$$$
Any Barbershop,Yonkers,NY,+19148030210,4.5,$$$$
De Pelos Barber Shop,Manhattan,NY,+12122895484,5.0,$$$$
Audubon Barbershop,New York,NY,,5.0,$$$$
Da Edge,New York,NY,+12127958610,5.0,$$$$
Taglio Barber Shop,New York,NY,+17186631928,5.0,$$$$
Martial Vivot,New York,NY,+12129562990,4.5,$$$$
Miguel Barber Shop,New York,NY,+12122800797,4.0,$$$$
Cristo Rey Barber Shop,New York,NY,+12128604941,4.0,$$$$
Anthony Men's Hair Salon,New York,NY,+12127592340,4.0,$$$$
New Harlem Unisex,New York,NY,+16464215493,5.0,$$$$
L & A Luomo Men's Salon,New York,NY,+12123081103,3.0,$$$$
Gloria Wan Hair Design,New York,NY,+12124217488,4.5,$$$$
Generations Barber Parlor,Greenwich,CT,+12034132344,1.0,$$$$
San Francisco Hair Court Unisex,New York,NY,+12127407586,2.0,$$$$
La Boite A Coupe,New York,NY,+12122462097,3.0,$$$$
Julien Farel Restore Salon & Spa,New York,NY,+12128888988,4.5,$$$$
Rons Barber Shop,Columbus,GA,+17066820423,4.0,$
Northside Barber Shop,Columbus,GA,+17065699565,4.5,$
5 Star Barbershop,Columbus,GA,+18008085782,5.0,$
VIP Barbershop,Columbus,GA,+17065691847,2.5,$
In The Zone Barbershop,Columbus,GA,+17063229001,1.0,$
Arcco Place Barber Shop,Columbus,GA,+17066872654,2.0,$
Cuts by US,Columbus,GA,+17065690555,2.5,$
