,Name,City,State,PhoneNumber,Rating,Price
368,Sport Clips Haircuts of Oxford,Oxford,AL,12568316444.0,2.0,$$
390,Steve's Barber Shop,Helena,MT,14064398946.0,5.0,$
391,Dundee's Barber Shop,Helena,MT,14064493500.0,5.0,$
392,Capital Hill Barber Shop,Helena,MT,14064426812.0,4.0,$$
393,Downtown Barber Shop,Helena,MT,14064429630.0,5.0,$$
394,Beau's Barber Shop,South Lake Tahoe,CA,15303078086.0,4.0,$
395,Boyd's Barbershop,South Lake Tahoe,CA,15305423392.0,4.5,$
396,Capital Barbershop,Carson City,NV,17758826322.0,4.5,$
397,Romero Barber Shop,South Lake Tahoe,CA,15305413231.0,4.5,$
398,Clipper Barbershop,South Lake Tahoe,CA,15305414242.0,4.5,$
399,Classic Cuts,South Lake Tahoe,CA,15305447777.0,4.0,$
400,Cipriani's Hair Unlimited,Carson City,NV,17758832060.0,5.0,$
401,Supreme Barbershop,Carson City,NV,17754007177.0,3.5,$
402,Barbersville,South Lake Tahoe,CA,15303181780.0,3.5,$
403,Cutting Edge Hair Salon,Carson City,NV,17758841011.0,4.5,$
404,Local's Choice,South Lake Tahoe,CA,15305417282.0,3.5,$
405,The Loft Barber Shop,Truckee,CA,15305871710.0,4.5,$$
406,Louie's Classic Barbers,Incline Village,NV,17758312225.0,4.5,$$
407,Village Hairstyles,Kings Beach,CA,15305463552.0,4.5,$$
408,Ninja Hair Den,Truckee,CA,15303189600.0,5.0,$$
409,Studio Haircutting,South Lake Tahoe,CA,15305422441.0,5.0,$$
410,Sacred Salon,Truckee,CA,15305365123.0,5.0,$$
411,TeamClips,Carson City,NV,17752673505.0,3.0,$$
412,Teamclips,Carson City,NV,17758842236.0,3.0,$$
413,Tangerine Aveda Salon Spa,Reno,NV,17758517271.0,4.0,$$$
493,Atwood Barber Shop,Madison,WI,16087720568.0,4.5,$
494,Stadium Barbers,Madison,WI,16082551588.0,4.0,$
495,The Barbershop,Madison,WI,16082036481.0,3.5,$
496,Wayne's Barber Shop,Madison,WI,16082561623.0,4.0,$
497,Sandy's West Side Barber Shop,Madison,WI,16088334905.0,4.5,$
498,Dick & Arnie's Barber Shop,Middleton,WI,16088314000.0,4.0,$
499,The Barbershop - A Hair Salon for Men,Madison,WI,16084672288.0,4.0,$
500,The Barbershop,Madison,WI,16087095575.0,3.5,$
501,Shear Wizards Barbers,Madison,WI,16082446111.0,5.0,$
502,Transitions Barbershop,Madison,WI,16082180540.0,5.0,$
503,JP Hair Design,Madison,WI,16088291143.0,4.0,$
504,Dad's Barber & Hair Styling Shop,Oregon,WI,16088355220.0,5.0,$
505,Ron's Barber Shop,Mount Horeb,WI,,5.0,$
506,Mr. Rudd's Barbershop,Sun Prairie,WI,16086225853.0,3.5,$
507,Bill's Barber Shop,Belleville,WI,16084243515.0,5.0,$
508,Moran's Barber Shop,Madison,WI,16082441944.0,4.0,$
509,Sport Clips Haircuts of Madison - 701 Shoppes,Madison,WI,16082777825.0,1.5,$
510,Aveda Institute Madison Salon,Madison,WI,16082503100.0,3.0,$
511,Don the Barber,Madison,WI,16089574201.0,4.5,$$
512,Concourse Roffler Hair styling,Madison,WI,16082575855.0,5.0,$$
513,THORPS haircuts & color,Madison,WI,16084672222.0,4.0,$$
514,Hilldale Barbers,Madison,WI,16082336157.0,4.5,$$
515,Hachi Barber & Salon,Madison,WI,16084427600.0,3.5,$$
516,BlueJay Barbering,Middleton,WI,16086227816.0,5.0,$$
517,Ken's Barber Shop,Madison,WI,16082557755.0,4.0,$$
518,Nogginz Hair Shop,Madison,WI,16082511545.0,3.0,$$
519,The Old Garage Barbershop and Salon,Columbus,WI,19206239466.0,5.0,$$
520,Hair Forum,Madison,WI,16082551930.0,4.0,$$
521,Hair Paradise,Madison,WI,16082418266.0,5.0,$$
522,Nelson's Barbershop & Shave Supply,Deerfield,WI,16087642828.0,4.5,$$
523,Midwest Beauty House,Madison,WI,16082306556.0,5.0,$$
524,Cha Cha Beauty & Barber,Madison,WI,16082043988.0,4.0,$$
525,Johnson's Barber Shop,Verona,WI,16088456527.0,3.5,$$
526,The GIRL Barber Sun Prairie,Sun Prairie,WI,16082356041.0,5.0,$$
527,Ruby's Salon,Madison,WI,16086309072.0,2.0,$$
528,Koberle Hairworks,Verona,WI,16082794039.0,5.0,$$
529,Elevation Salon & Spa,Madison,WI,16086613636.0,4.5,$$
530,Supercuts,Madison,WI,16082383289.0,1.0,$$
531,Muse Independent Styling,Madison,WI,16085564508.0,4.5,$$$
532,Dave's Barber Styling,Reedsburg,WI,16085246212.0,3.0,$$$
533,Whitney Hair and Wellness,Madison,WI,16082714011.0,3.5,$$$
534,Sport Clips Haircuts of Discovery Springs- Middleton,Middleton,WI,16088364050.0,2.5,$$$$
535,West Street Barber Shop,Litchfield,CT,18603619100.0,5.0,$
536,Sam's Barber Shop,Poughkeepsie,NY,18455270126.0,4.5,$
537,Pugsly's Barbershop,Kingston,NY,18453312229.0,4.0,$
538,Ronnie's Main Man Hair Salon,Millerton,NY,15187894605.0,5.0,$
539,Pine Plain Barber Shop,Pine Plains,NY,15187713250.0,5.0,$
540,Carl's Barber Shop,Pleasant Valley,NY,18456352626.0,4.5,$
541,My Barber,Poughkeepsie,NY,18454711114.0,5.0,$
542,Antonio's Barber Shop,New Windsor,NY,18457426997.0,5.0,$
543,Scotty's Barber Shop,Middletown,NY,18457754025.0,5.0,$
544,Hair and Beard Barbershop,Newburgh,NY,18453267316.0,5.0,$
545,Marino Barber Shop,Poughkeepsie,NY,18454547226.0,4.0,$
546,Mr Mister Men's Hair Styling,Pleasant Valley,NY,18456351094.0,5.0,$
547,Bill Brooks Barber Shop,Rosendale,NY,18456589331.0,5.0,$
548,Garys Barber Shop,Brookfield,CT,12037754900.0,4.0,$
549,A&T Barbershop,Fishkill,NY,18452833852.0,4.0,$
550,Johnny's Barber Shop,Newburgh,NY,18455655650.0,4.5,$
551,B & B Barber's,Milton,NY,18457954063.0,5.0,$
552,Jesse's Barbershop,Oxford,CT,12034634440.0,4.5,$
553,Sportsmen Barber Shop,Rhinebeck,NY,18458767670.0,4.0,$
554,Levels Barbershop,New Windsor,NY,18452453380.0,4.0,$
555,The Timeless Barbershop,Poughkeepsie,NY,18452049944.0,5.0,$$
556,Boris' Barber Shop,Poughkeepsie,NY,18454631300.0,4.5,$$
557,Razor Sharp,Poughkeepsie,NY,18458492690.0,2.5,$$
558,Collage Hair & Color,Poughkeepsie,NY,18454714444.0,4.0,$$
559,A Cut From Above,Poughkeepsie,NY,18458493335.0,3.0,$$
560,The Edge Barbershop,Poughkeepsie,NY,18454525736.0,1.0,$$
561,Joel's Barber Lounge 2.0,Stratford,CT,12032904838.0,5.0,$$$
562,Kennedy's Barber Club,Ridgefield,CT,12034032405.0,3.0,$$$
563,Kalon By Karina,Trumbull,CT,14752396666.0,5.0,$$$
564,Sal's Barber Shop,Waterbury,CT,12035979500.0,2.0,$$$
565,Studio 23,Leeds,NY,15189435326.0,2.0,$$$
566,Town & Country Hair Design,Torrington,CT,18604897877.0,1.0,$$$
567,Defining Moments Salon,Middlebury,CT,12037588899.0,1.0,$$$
568,Amy African Hair Braiding,Beacon,NY,18458310320.0,1.0,$$$
569,Billy's Hair Salon of Mt Kisco,Mount Kisco,NY,19146669077.0,4.0,$$$
570,Aqua Salon & Spa,Shelton,CT,12039292782.0,4.5,$$$
571,Rimage Salon & Spa,New Haven,CT,12035624247.0,4.5,$$$
572,Soho Hair Group & Day Spa,New Haven,CT,12033876799.0,4.0,$$$
573,O's Barber Shop,New Haven,CT,12037894566.0,1.0,$$$
590,Herb's Barber Shop,Montgomery,AL,13343140238.0,4.5,$
591,New Beginnings Barber And Style,Montgomery,AL,13346761608.0,5.0,$
592,University Barber & Style,Montgomery,AL,,5.0,$
593,Shannon's Barber Shop,Prattville,AL,13348501095.0,5.0,$
594,Heritage Barber & Style Shop,Montgomery,AL,13343568490.0,4.5,$
595,Seville Beauty & Barber Shop,Montgomery,AL,13344984022.0,5.0,$$
596,Sport Clips Haircuts of East Chase,Montgomery,AL,13342151355.0,3.5,$$
597,Kut Above,Montgomery,AL,13342622662.0,4.0,$$
598,Base Exchange Barber Gunter,Montgomery,AL,13344090476.0,3.0,$$
599,Hair Expressions,Montgomery,AL,13342790807.0,5.0,$$
600,Amplify Salon and Spa,Montgomery,AL,13348344243.0,4.0,$$
601,Sport Clips Haircuts of Prattville Towne Center,Prattville,AL,13342851969.0,3.5,$$
602,Barber Shop,Montgomery,AL,,1.5,$$
623,Oscar's Barber Shop,Northport,NY,16316515160.0,5.0,$
624,Jack's Cuts,Northport,NY,16312395692.0,5.0,$
625,Jericho Barber Shop,Commack,NY,16314990907.0,4.5,$
626,The Cutting Room,Huntington,NY,16313511411.0,4.5,$
627,R & J Barber Shop,Greenlawn,NY,16312395913.0,4.5,$
628,Vincents Barbershop,Huntington,NY,16316294717.0,5.0,$
629,E & N Chop Shop,Commack,NY,16316236200.0,4.5,$
630,Izik's Barber Shop,Hicksville,NY,15165130449.0,4.5,$
631,Richie's Barber Shop,East Norwich,NY,15169222460.0,4.5,$
632,St James Barber shop,Saint James,NY,16315844422.0,4.5,$
633,Yakov Barber Shop,East Northport,NY,16314620482.0,4.5,$
634,Rafeal Barber Shop,Plainview,NY,15169386746.0,4.5,$
635,Moda Barber,Huntington Station,NY,16314707999.0,5.0,$
636,Arturo's Hair Cutters,Deer Park,NY,15166781504.0,4.5,$
637,Master Barber,Commack,NY,16314865049.0,4.5,$
638,Federal Hairstylists 1,Stamford,CT,12033238603.0,5.0,$
639,Rockabilly Barbers,Huntington,NY,16316731750.0,3.5,$
640,Michaels Barber Shop,Hicksville,NY,15166052007.0,4.0,$
641,Kings Park Barbershop,Kings Park,NY,16312691161.0,4.5,$
642,Super Style Barbershop,Huntington,NY,16316593024.0,4.5,$
643,Rockabilly Barbers,East Northport,NY,16317571950.0,4.5,$$
644,Manny's Barbershop,East Northport,NY,16317579400.0,5.0,$$
645,Razor Zone Barber Shop,East Northport,NY,16317541435.0,4.0,$$
646,Vincents Barber Shop,East Northport,NY,16313683502.0,3.5,$$
647,Hair Sensations,East Northport,NY,16312612403.0,3.5,$$
648,Oscar and Jacks Barber Shop,Huntington Station,NY,16313853238.0,4.0,$$$
649,Kennedy's Barber Club -Greenwich,Greenwich,CT,12037695729.0,4.5,$$$
651,Compo Barber Shop,Westport,CT,12032279779.0,4.5,$$$
652,Montana For Men,Stamford,CT,12039641234.0,4.5,$$$
653,Capitol Barber Shop,Babylon,NY,16316619802.0,4.0,$$$
654,The Gentlemens Den,Bellmore,NY,15165907570.0,4.0,$$$
655,G. ALBERT MEN'S GROOMERS,New Canaan,CT,12038019900.0,4.5,$$$
656,Kennedy's All-American Barber Club,Stamford,CT,12038838615.0,4.5,$$$
657,Moda Capelli Salon,Fairfield,CT,12032540586.0,4.0,$$$
658,Top Cutz II,Hasbrouck Heights,NJ,12014260280.0,4.5,$$$
659,Cutz and Stylez,Emerson,NJ,12014836436.0,5.0,$$$
660,Roosters Men's Grooming Center,Norwalk,CT,12039567438.0,3.0,$$$
661,The Art of Shaving,Garden City,NY,15162483905.0,4.0,$$$
662,Raphael's Barber Lounge,Branford,CT,12032082530.0,4.0,$$$
663,Amigo Barber Shop,Freeport,NY,15163770283.0,4.0,$$$
664,Franco's Master Barbers,New City,NY,18456242887.0,5.0,$$$
665,Tomy B. Salon Long Island,Williston Park,NY,15166214100.0,4.0,$$$
666,Brandy Barber Shop,New York,NY,13472727210.0,5.0,$$$
667,Chronos Barber Shop,West New York,NJ,12015529132.0,4.5,$$$
668,Vincents Barber Shop II,Northport,NY,16312613061.0,4.0,$$$$
669,New Generation Barber Shop,Plainview,NY,15163429564.0,3.5,$$$$
670,Johnny's & Company,Darien,CT,12036551188.0,4.0,$$$$
671,Profilez Barber Shop,Deer Park,NY,16312740300.0,3.0,$$$$
672,Any Barbershop,Yonkers,NY,19148030210.0,4.5,$$$$
673,De Pelos Barber Shop,Manhattan,NY,12122895484.0,5.0,$$$$
674,Alt & Co,Ho-Ho-Kus,NJ,12014447171.0,5.0,$$$$
675,The Studio New York,Babylon,NY,16314067027.0,4.0,$$$$
676,Audubon Barbershop,New York,NY,,5.0,$$$$
677,Chapter 1 Barbershop,South Richmond Hill,NY,19179099126.0,4.5,$$$$
678,Zack Barber Shop,Norwalk,CT,12032868973.0,2.5,$$$$
679,Da Edge,New York,NY,12127958610.0,5.0,$$$$
680,Taglio Barber Shop,New York,NY,17186631928.0,5.0,$$$$
681,Cactus Salon and Spa,East Islip,NY,16315810283.0,3.0,$$$$
682,Martial Vivot,New York,NY,12129562990.0,4.5,$$$$
683,Miguel Barber Shop,New York,NY,12122800797.0,4.0,$$$$
684,Generations Barber Parlor,Greenwich,CT,12034132344.0,1.0,$$$$
685,Moon Barber Shop,Valley Stream,NY,16466438191.0,3.5,$$$$
686,Ragtime Barbershop,Woodmere,NY,15165687739.0,1.0,$$$$
687,Cristo Rey Barber Shop,New York,NY,12128604941.0,4.0,$$$$
688,Rons Barber Shop,Columbus,GA,17066820423.0,4.0,$
689,Northside Barber Shop,Columbus,GA,17065699565.0,4.5,$
690,5 Star Barbershop,Columbus,GA,18008085782.0,5.0,$
691,VIP Barbershop,Columbus,GA,17065691847.0,2.5,$
692,Cuts by US,Columbus,GA,17065690555.0,2.5,$
693,In The Zone Barbershop,Columbus,GA,17063229001.0,1.0,$
694,Arcco Place Barber Shop,Columbus,GA,17066872654.0,2.0,$
695,Juanita's Beauty Salon & Spa,Tuskegee,AL,13347509992.0,4.0,$
696,Just 4 Him Haircuts - Auburn,Auburn,AL,13348872887.0,5.0,$$
697,The Cave Uptown,Columbus,GA,17065779978.0,4.5,$$
698,Old School Barber Shoppe,Columbus,GA,17063215930.0,4.0,$$
699,Sport Clips Haircuts of Opelika - Auburn Tiger Town,Opelika,AL,13342031922.0,2.0,$$
700,The Hair Place,Phenix City,AL,13344800930.0,4.5,$$
701,NG salon & tonsorial,Columbus,GA,17064942940.0,5.0,$$$
702,Clean Cut Barbershop,Columbus,GA,17065703320.0,3.5,$$$
703,Armstrong's Barbershop,Senatobia,MS,16623018484.0,5.0,$
704,ManCave Salon,Olive Branch,MS,16628938908.0,4.0,$
705,Image's Barbershop,Memphis,TN,19013457674.0,1.0,$
706,Kuttin' Up Barbershop,Olive Branch,MS,16628746834.0,5.0,$$
707,D J's Barber Shop,Memphis,TN,19013669254.0,3.5,$$
708,A Closer Look Barber Shop,Memphis,TN,19017588261.0,5.0,$$
709,Sport Clips Haircuts of Olive Branch,Olive Branch,MS,16628909922.0,3.0,$$
710,Rand's & Ronnie's Barber Salon,Memphis,TN,19013482800.0,5.0,$$
711,Who's Next Barber Shop,Memphis,TN,19014356049.0,1.0,$$
712,Don & Dale's Barber Shop,Oxford,MS,16622341723.0,4.0,$$$
713,Sport Clips Haircuts of Southaven,Southaven,MS,16625362234.0,3.0,$$$
714,Westchester's Finest Barber Shop,Pelham,NY,19142102600.0,4.5,$
715,City Cuts,Village of Pelham,NY,19142354369.0,5.0,$
716,Barber King,New Rochelle,NY,19143651777.0,5.0,$
717,Prestige Barber Shop,New Rochelle,NY,19146367770.0,4.0,$
718,M & S Men's Hair Styling,Pelham,NY,19148130959.0,4.5,$
719,Usmex,New Rochelle,NY,19146361609.0,4.5,$
720,Alex' Barbering and Hairstyling,New Rochelle,NY,19146541560.0,5.0,$
721,The Gramatan Barber Shop,Bronxville,NY,19149612920.0,4.5,$
722,Antonio's Barber Shop,Larchmont,NY,19148343180.0,4.5,$
723,Big Three Barber Shop,New Rochelle,NY,19146369383.0,5.0,$
724,Fleetwood Barber Shop and  Salon,Mount Vernon,NY,19146634247.0,4.0,$
725,Continental Men's Hair Styling,Bronxville,NY,19142379980.0,3.5,$
726,Better Cut Barber Shop,Bronx,NY,13474276537.0,3.0,$
727,Nicola's Hairstylist,Eastchester,NY,19143377969.0,5.0,$
728,Julio C Barber Shop,Bronx,NY,17187088561.0,5.0,$
729,Ralph's Fifth Avenue Hair Cutting,Pelham,NY,19147384317.0,5.0,$$
730,Larchmont Barber Shop,Larchmont,NY,19146302152.0,4.5,$$
731,Barber & Co,Bronxville,NY,19148404130.0,4.5,$$
732,Mike's Barber Place,Pelham,NY,19142354369.0,4.5,$$
733,B & A Barbershop,New Rochelle,NY,19146363323.0,4.5,$$
734,Rosario's Hair Salon,New Rochelle,NY,19146339947.0,5.0,$$
735,Untouchables Barbershop,Yonkers,NY,19148190464.0,4.0,$$
736,Magic Cuts For Kids,New Rochelle,NY,19148138142.0,4.5,$$
737,Mario's Hair Styling,Tuckahoe,NY,19143379725.0,3.0,$$
738,Super Seven Hair Salon,Larchmont,NY,19148347083.0,5.0,$$
739,Linemaster Laser Cuts,Bronx,NY,13474277341.0,4.5,$$
740,Total Image Hair Salon,New Rochelle,NY,19146326610.0,4.5,$$
741,Al's Barber Shop,New Rochelle,NY,19146337473.0,4.0,$$
742,Yudi's Beauty Salon,New Rochelle,NY,19146337600.0,4.5,$$
743,Ester's Hair Salon,New Rochelle,NY,19146333266.0,3.0,$$
744,The 2 Line Barbershop,Bronx,NY,13476026064.0,1.0,$$
745,Panache Hair Salon,Bronxville,NY,19147794758.0,4.0,$$
748,Paul Mole Barber Shop,New York,NY,12125358461.0,4.5,$$$
749,Truman's Gentlemen's Groomers,New York,NY,12127595015.0,4.0,$$$
750,Domenico Vacca Barber Shop,New York,NY,16462907831.0,5.0,$$$
751,Men's Cuts NYC,New York,NY,13475154628.0,5.0,$$$
752,Exclusive Barber Shop,Flushing,NY,17183210242.0,4.0,$$$
753,"Fleischman, A Men's Salon",New York,NY,12129562020.0,4.5,$$$
754,Shawn Cornacchio Mens Hairstylist / Master Barber,New York,NY,12124442604.0,5.0,$$$
755,Eastchester Barber Shop,Bronx,NY,17187981134.0,4.0,$$$
756,The Art of Shaving,New York,NY,16468464997.0,4.0,$$$
757,Warren Tricomi Madison Avenue,New York,NY,12122628899.0,4.0,$$$
758,nuBest salon and spa,Manhasset,NY,15166279444.0,3.5,$$$
759,The Art of Shaving,New York ,NY,12127029596.0,4.0,$$$
760,Salon Fodera,New York,NY,12124210002.0,4.5,$$$
761,Delta Men's Hairstylists,New York,NY,12126285723.0,3.5,$$$
762,The Art of Shaving,New York ,NY,12128239410.0,3.5,$$$
763,Bumble and bumble.,New York,NY,12125216500.0,3.5,$$$
764,Warren Tricomi at the Plaza,New York,NY,12122628899.0,4.0,$$$
765,Manhattan Barber Shop,New York,NY,12127296166.0,1.5,$$$
774,Anthony Men's Hair Salon,New York,NY,12127592340.0,4.0,$$$$
775,New Harlem Unisex,New York,NY,16464215493.0,5.0,$$$$
776,L & A Luomo Men's Salon,New York,NY,12123081103.0,3.0,$$$$
777,Gloria Wan Hair Design,New York,NY,12124217488.0,4.5,$$$$
779,San Francisco Hair Court Unisex,New York,NY,12127407586.0,2.0,$$$$
780,La Boite A Coupe,New York,NY,12122462097.0,3.0,$$$$
781,Julien Farel Restore Salon & Spa,New York,NY,12128888988.0,4.5,$$$$
791,HB's Barber Shop,Columbus,GA,17066876333.0,5.0,$$
793,Sport Clips Haircuts of Columbus Park Crossing,Columbus,GA,17063202221.0,3.5,$$
794,Sport Clips Haircuts of Midland - Lakeside Village,Midland,GA,17062212233.0,3.5,$$
816,Stylemasters Dennis,Ocean Springs,MS,12288756267.0,5.0,$
819,Dynamic Stylists & Barbers,Biloxi,MS,12282075304.0,5.0,$
820,Dane's Barber Shop - Biloxi,Biloxi,MS,12283749991.0,4.0,$
821,Razor Sharp Cutz,Biloxi,MS,12284351885.0,5.0,$
822,Pioneer Barber And Salon,Biloxi,MS,12282075581.0,5.0,$
831,Teamwork Barber Shop,Selma,AL,13348749087.0,4.0,$
881,Buddy's Barber Shop,Biloxi,MS,12284320220.0,4.5,$
885,Trendsetters Barber Shop,Biloxi,MS,12283742345.0,3.5,$
902,Rochester Barber Shop,Rochester,MI,12486080236.0,4.5,$
903,Goodfellows Barber Shop,Royal Oak,MI,12485560082.0,4.5,$
904,The Berkley Chop Shop,Berkley,MI,12485462237.0,4.5,$
905,Johnny Be Good Barbershop,Warren,MI,15862686450.0,5.0,$
906,Bosco Barber Shop,Troy,MI,12485854066.0,3.5,$
907,Steve & Dukes,Utica,MI,15867310690.0,4.5,$
908,Royal Clips Barber Shop,Royal Oak,MI,12485886022.0,5.0,$
909,Chet's Barber & Styling Salon,Royal Oak,MI,12484359809.0,5.0,$
910,Majid's Hair Salon,Sterling Heights,MI,15862684840.0,5.0,$
911,The Hi Hat,Ferndale,MI,12482199777.0,4.5,$
912,Ralph's Barber Shop,Clinton Township,MI,15862634710.0,5.0,$
913,Birmingham Barbers,Birmingham,MI,12486449483.0,4.0,$
914,Dapper Gents Barbershop,Shelby Township,MI,15869322707.0,3.5,$
915,T J's Barber and Styling Shop,Warren,MI,15865734288.0,4.0,$
916,Barber Styling Shop,Shelby Charter Township,MI,15862542181.0,4.5,$
917,Hayes Barber Shop,Sterling Heights,MI,15865803680.0,4.0,$
918,Grace Barber,Troy,MI,12485282855.0,5.0,$
919,Sands Barber Stylists,Royal Oak,MI,12485448290.0,4.5,$
920,Hi-Lo Clipper Barber Shop,Center Line,MI,15867579195.0,5.0,$
921,Walnut Lake Barber Shop,West Bloomfield,MI,12488512333.0,4.5,$
922,Baus The Grooming House,Birmingham,MI,12483855764.0,5.0,$$
923,Jj's Barber Shop,Troy,MI,12485855576.0,4.0,$$
924,Union Barber,Birmingham,MI,12484808811.0,4.5,$$
925,Trim,Clawson,MI,12485855900.0,4.0,$$
926,Lady Jane's Haircuts for Men,Troy,MI,12486890997.0,3.5,$$
927,The Barber Pole,Birmingham,MI,12486449849.0,4.5,$$
928,Barbers On Fourth,Rochester,MI,12486519872.0,4.5,$$
929,Detroit Barbers-Barbershop & Brand,Ferndale,MI,12484390979.0,4.5,$$
930,Wise Guys Haircuts For Men,Madison Heights,MI,12485891240.0,4.0,$$
931,Floyd's 99 Barbershop,Birmingham,MI,12487922125.0,4.0,$$
932,Union Barber,Ferndale,MI,12487333358.0,4.0,$$
933,Az Styles,Troy,MI,12485839600.0,3.5,$$
934,Browns Barber Shop,Bloomfield Hills,MI,12483353730.0,4.5,$$
935,LaRosa's Barber Shop,Rochester Hills,MI,12488521175.0,4.0,$$
936,Sam's Style Hair Salon,Clinton Township,MI,15864772121.0,4.5,$$
937,Dodge Pointe Barber Shop,Sterling Heights,MI,15869779559.0,5.0,$$
938,The Edge Mens Grooming,Auburn Hills,MI,12482935255.0,4.0,$$
939,r.collective salon,Clawson,MI,12483978701.0,4.5,$$
940,Steven B's Barber Shop,Ferndale,MI,12485422272.0,4.5,$$
941,Lady Jane's Haircuts For Men,Sterling Heights,MI,15862583659.0,4.5,$$
942,Bob's Barber Styling,South Lyon,MI,12484860808.0,4.5,$$$
943,Detroit Barbers Barbershop and Brand,Detroit,MI,13132844100.0,4.0,$$$
944,The Art of Shaving,Troy ,MI,12486495872.0,2.5,$$$
945,Mug and Brush Barber Styling,Fenton,MI,18106295711.0,4.0,$$$
946,Edd's Barber Shop,Southfield,MI,12483583559.0,4.0,$$$
947,Cut Masters,Oak Park,MI,12489682776.0,2.0,$$$
948,Dave's Barber Shop,Romulus,MI,17349410123.0,5.0,$$$
949,Frank D's Barbershop,Ypsilanti,MI,17342197470.0,3.5,$$$
950,Suite Thairapy,St Clair Shores,MI,15863066445.0,5.0,$$$
951,Alex Emilio Salon,Royal Oak,MI,12484147600.0,4.5,$$$
952,Razors Haircuts For Men,Chesterfield,MI,15869483850.0,1.0,$$$
953,McCubbin Barber & Style Shop,Grosse Pointe,MI,13138811855.0,1.0,$$$
954,Tricho Salon & Spa,Novi,MI,12483059111.0,3.0,$$$
955,Cool Cuts 4 Kids,Novi,MI,12484498092.0,2.0,$$$
956,Shears Family Salon,Livonia,MI,17344698772.0,2.0,$$$
957,Dave's Barber Shop,Sterling Heights,MI,15869302212.0,3.5,$$$$
958,Cherry Hill Barber Shop,Dearborn,MI,13135638818.0,4.5,$$$$
959,Salon Tresor,Grosse Pointe Woods,MI,13138822239.0,5.0,$$$$
960,Antonino Salon and Spa,Birmingham,MI,12482585990.0,4.5,$$$$
961,Big League Barber,Brighton,MI,18102251111.0,1.0,$$$$
962,E -Clips Hair Salon,Dearborn,MI,13135814444.0,2.0,$$$$
963,Salon 24,Ann Arbor,MI,17347617267.0,2.5,$$$$
999,Haircutters,Tuscaloosa,AL,12053494607.0,5.0,$
1000,The Barber Shop,Fayette,AL,12059324235.0,5.0,$
1012,Northport Barber Shop,Northport,AL,12053446688.0,4.5,$$
1013,Gentlemen's Grooming,Tuscaloosa,AL,12057645969.0,2.0,$$
1014,Don's Barber & Styling Shop,Tuscaloosa,AL,12057593234.0,2.0,$$
1015,Sport Clips Haircuts of Tuscaloosa - Midtown Village,Tuscaloosa,AL,12053458887.0,2.5,$$
1067,Bentonville Clipper-Barber Style Shop,Bentonville,AR,14792718366.0,5.0,$
1068,Townzen Barber Shop,Rogers,AR,14796369943.0,4.0,$
1069,Tubby's Barber Shop,Lowell,AR,14796595361.0,5.0,$
1070,Sport Clips Haircuts of Bentonville,Bentonville,AR,14792732275.0,4.0,$
1071,Ferrell's Barber Shop,Springdale,AR,14797566960.0,4.5,$
1072,Blue Room Nail Spa,Rogers,AR,14798996291.0,4.0,$
1073,Mason's Old Time Barber Shop,Springdale,AR,14792493553.0,5.0,$
1074,Hair Tech,Rogers,AR,14796310104.0,2.0,$
1075,Uptown Barber Lounge,Bentonville,AR,14798768338.0,4.5,$$
1076,Charles and Maries Salon and Barbershop,Bella Vista,AR,14792712220.0,5.0,$$
1077,Charlie's Barber Shop,Bentonville,AR,14792730700.0,3.5,$$
1078,Lew's Barbershop,Rogers,AR,14798996770.0,3.5,$$
1079,Capps Mens Cuts,Bentonville,AR,14796576344.0,4.0,$$
1080,Urban Bleu,Rogers,AR,14792469986.0,5.0,$$
1081,Sport Clips Haircuts of Harber Lakes,Springdale,AR,14793619908.0,3.0,$$
1082,Sport Clips Haircuts of Pinnacle Hills,Rogers,AR,14796216500.0,2.5,$$
1083,Supercuts,Springdale,AR,14797502555.0,2.5,$$
1084,Levelz 2 Barber Lounge,Fayetteville,AR,15014129265.0,3.5,$$$
1085,Craigs Hair Care,Fayetteville,AR,14794439454.0,4.0,$$$
1086,The Art of Men's Cuts,Bryant,AR,15018476323.0,5.0,$
1087,Jerry's Barber Shop,Little Rock,AR,15016639875.0,5.0,$
1088,Lakehill Barber Shop,North Little Rock,AR,15017534570.0,5.0,$
1089,Sullivan Barber Service,Little Rock,AR,15016642614.0,4.5,$
1090,Tanglewood Barber Shop,Little Rock,AR,15016631133.0,4.0,$
1091,North Hills Barber Shop,North Little Rock,AR,15018330858.0,5.0,$
1092,Sport Clips Haircuts of Little Rock-Cantrell,Little Rock,AR,15012257678.0,3.5,$
1093,V's Barbershop,Little Rock,AR,15019044989.0,4.0,$$
1094,Sport Clips Haircuts of Benton,Benton,AR,15017945992.0,1.0,$$
1095,The Hair Show,Sherwood,AR,15015630741.0,5.0,$$
1096,Upper Cut Salon and Spa,North Little Rock,AR,15017589040.0,5.0,$$
1097,Sport Clips Haircuts of Little Rock - Chenal,Little Rock,AR,15012252220.0,2.5,$$
1098,Clayton Keith Salon,Little Rock,AR,14795672256.0,5.0,$$
1099,LUSH Studios Salon,Little Rock,AR,15017081070.0,1.0,$$
1114,Starline Barber Shop,Seattle,WA,12065236600.0,4.5,$
1115,Epic Barber Shop,Seattle,WA,12064201013.0,4.5,$
1116,Wedgwood Barber Shop,Seattle,WA,12065271560.0,4.5,$
1117,Laurelhurst Barber Shop,Seattle,WA,12067293737.0,4.5,$
